0	80.0	46.0
0	81.0	46.0
0	82.0	46.0
0	83.0	46.0
0	84.0	46.0
0	85.0	46.0
0	86.0	46.0
0	87.0	46.0
0	88.0	46.0
0	89.0	46.0
0	90.0	46.0
0	91.0	46.0
0	92.0	46.0
0	93.0	46.0
0	94.0	46.0
0	95.0	46.0
0	96.0	46.0
0	97.0	46.0
0	98.0	46.0
0	99.0	46.0
0	100.0	46.0
0	101.0	46.0
0	102.0	46.0
0	103.0	46.0
0	104.0	46.0
0	104.999998	46.0
0	105.0	45.0
0	105.0	44.0
0	105.0	43.0
0	105.0	42.0
0	105.0	41.0
0	105.0	40.0
0	105.0	39.0
0	105.0	38.0
0	105.0	37.0
0	105.0	36.0
0	105.0	35.0
0	105.0	34.0
0	105.0	33.0
0	105.0	32.0
0	105.0	31.85
0	104.0	31.85
0	103.0	31.85
0	102.0	31.85
0	101.987158	31.841442
0	101.972274	31.832134
0	101.945809	31.829032
0	101.934229	31.808869
0	101.903991	31.787078
0	101.834647	31.824331
0	101.715548	31.821733
0	101.640767	31.772385
0	101.529979	31.790566
0	101.430268	31.733429
0	101.308403	31.756801
0	101.197615	31.780179
0	101.139453	31.8529
0	101.070208	31.904841
0	101.020353	31.961979
0	100.978809	31.956788
0	100.920647	31.897052
0	100.829248	31.850302
0	100.737844	31.855498
0	100.701842	31.795762
0	100.701842	31.725635
0	100.726767	31.63733
0	100.746156	31.562011
0	100.707378	31.486697
0	100.737844	31.437349
0	100.704607	31.367226
0	100.640904	31.398393
0	100.507962	31.512668
0	100.394403	31.575001
0	100.286385	31.639928
0	100.167291	31.582791
0	100.106353	31.554222
0	100.034343	31.569805
0	99.832156	31.613957
0	99.674283	31.673693
0	99.544106	31.743816
0	99.422241	31.811346
0	99.236672	31.910037
0	99.186817	31.88666
0	99.131425	31.837316
0	99.062181	31.855498
0	98.970782	31.88666
0	98.990166	31.824331
0	99.020637	31.774983
0	99.089877	31.717845
0	99.078799	31.660708
0	99.017867	31.60357
0	99.048333	31.551624
