RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name
RGI60-11.02467,G008027E46171N,20030799,20030999,   8.026880000,  46.171200000,11, 1,         0.060, 2889, 3042, 2960, 22.6, 350,   329, 0, 0, 0, 0, 9, 9,
RGI60-11.02468,G010427E46167N,20030799,20030999,  10.426700000,  46.167200000,11, 1,         0.021, 3021, 3154, 3090, 41.6, 305,   150, 0, 0, 0, 0, 9, 9,
RGI60-11.02469,G010424E46166N,20030799,20030999,  10.424400000,  46.166300000,11, 1,         0.039, 2953, 3140, 3091, 30.4, 358,   269, 0, 0, 0, 0, 9, 9,
RGI60-11.02470,G010418E46166N,20030799,20030999,  10.418400000,  46.166400000,11, 1,         0.022, 2966, 3093, 3047, 35.8, 345,   230, 0, 0, 0, 0, 9, 9,
RGI60-11.02471,G007745E46167N,20030799,20030999,   7.744600000,  46.166900000,11, 1,         0.078, 2971, 3126, 3030, 20.2,  77,   320, 0, 0, 0, 0, 9, 9,
RGI60-11.02472,G010499E46162N,20030799,20030999,  10.498800000,  46.161900000,11, 1,         0.489, 2676, 3153, 2773, 25.9, 350,   918, 0, 0, 0, 0, 9, 9,
RGI60-11.02473,G010421E46166N,20030799,20030999,  10.420700000,  46.165700000,11, 1,         0.014, 3092, 3171, 3148, 34.1, 336,   125, 0, 0, 0, 0, 9, 9,
RGI60-11.02474,G008001E46162N,20030799,20030999,   8.001180000,  46.162400000,11, 1,         0.676, 3174, 3892, 3671, 23.7, 227,  2013, 0, 0, 0, 0, 9, 9,
RGI60-11.02475,G007733E46162N,20030799,20030999,   7.732590000,  46.161800000,11, 1,         0.185, 2906, 3488, 3186, 34.0, 351,   908, 0, 0, 0, 0, 9, 9,
RGI60-11.02476,G010870E46156N,20030799,20030999,  10.870000000,  46.155500000,11, 1,         0.019, 3080, 3137, 3126, 19.9, 256,   152, 0, 0, 0, 0, 9, 9,
