RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name
RGI60-07.01425,G017007E77031N,20080901,-9999999,  17.007200000,  77.030600000, 7, 1,       120.025,  110,  626,  235,  7.8,  19, 13351, 0, 0, 0, 1, 3, 0,Hambergbreen
RGI60-07.01426,G017221E79848N,20080607,-9999999,  17.221100000,  79.848300000, 7, 1,         5.144,  146,  460,  360, 11.6,  58,  3121, 0, 0, 0, 0, 0, 9,
RGI60-07.01427,G015967E78655N,20070901,-9999999,  15.967200000,  78.654900000, 7, 1,         0.335,  514,  731,  607, 25.5, 355,   594, 0, 0, 0, 0, 0, 9,
RGI60-07.01428,G015933E78650N,20070901,-9999999,  15.933100000,  78.650300000, 7, 1,         0.302,  490,  708,  577, 16.1, 299,   880, 0, 0, 0, 0, 0, 9,
RGI60-07.01429,G015005E78698N,20070901,-9999999,  15.004800000,  78.698100000, 7, 1,         0.594,  350,  644,  459, 19.3,  80,  1127, 0, 0, 0, 0, 1, 0,Meyerbreen
RGI60-07.01430,G015105E79165N,20100715,-9999999,  15.104700000,  79.164700000, 7, 1,         0.865, 1071, 1241, 1184, 15.4, 315,   586, 0, 0, 0, 0, 0, 9,
RGI60-07.01431,G015168E79153N,20100715,-9999999,  15.168100000,  79.153200000, 7, 1,         4.270,  363, 1278,  806, 15.4,  38,  5541, 0, 0, 0, 0, 0, 9,Belshornbreen
RGI60-07.01432,G014993E79156N,20100715,-9999999,  14.992700000,  79.155600000, 7, 1,        15.709,  265, 1318,  886, 13.0,  49, 11467, 0, 0, 0, 0, 0, 9,Belshornbreen
RGI60-07.01433,G014850E79245N,20100715,-9999999,  14.849900000,  79.245300000, 7, 1,         8.694,  387, 1290,  910, 14.1,  22,  7565, 0, 0, 0, 0, 0, 9,Eddabreen
RGI60-07.01434,G013595E79294N,20050607,-9999999,  13.595000000,  79.293800000, 7, 1,         0.366,  835, 1001,  938, 20.0, 102,   605, 0, 0, 0, 0, 0, 9,
RGI60-07.01435,G015581E78056N,20030712,-9999999,  15.580700000,  78.055800000, 7, 1,         0.309,  439,  891,  656, 23.5, 341,  1136, 0, 0, 0, 0, 0, 9,
RGI60-07.01436,G021636E77624N,20020813,-9999999,  21.635800000,  77.624200000, 7, 1,         4.470,  108,  551,  446,  8.5, 278,  4968, 0, 0, 0, 0, 0, 9,
RGI60-07.01437,G017459E77538N,20080901,-9999999,  17.458600000,  77.537500000, 7, 1,         1.925,  136,  486,  294, 12.7,  24,  2483, 0, 0, 0, 1, 1, 0,Sergievskifjellet
RGI60-07.01438,G015934E77077N,20080901,-9999999,  15.934300000,  77.076900000, 7, 1,         0.255,  115,  398,  244, 30.9,  66,   786, 0, 0, 0, 0, 0, 9,
RGI60-07.01439,G014649E77459N,20080901,-9999999,  14.649300000,  77.458600000, 7, 1,         0.096,  351,  439,  393, 18.0, 309,   538, 0, 0, 0, 0, 0, 9,Bøckmanbreen
RGI60-07.01440,G012000E78885N,20090812,-9999999,  12.000400000,  78.884900000, 7, 1,         0.269,  258,  612,  391, 26.0,  45,   821, 0, 0, 0, 0, 0, 9,Midtre Lovenbreen
